name,category,province,regency,latitude,longitude,qid,images
Pantai Widuri,pantai,Jawa Tengah,Banjarnegara,-6.861724,109.377847,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Senja_di_Pantai_Widuri.jpg/960px-Senja_di_Pantai_Widuri.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Senja%20di%20Pantai%20Widuri.jpg?width=800
Sorake,pantai,Sumatera Utara,Nias Selatan,0.573202,97.732281,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Ndulu_pantai_sorake.jpg/960px-Ndulu_pantai_sorake.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Kuta,pantai,Bali,Badung,-8.720833,115.169167,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Pantai_Kuta_sejuta_cinta.jpg/960px-Pantai_Kuta_sejuta_cinta.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Kuta%20sejuta%20cinta.jpg?width=800
pantai Papuma Jember,pantai,Jawa Timur,Kota Probolinggo,-8.432226,113.549211,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Sunset_papuma_beach.jpg/960px-Sunset_papuma_beach.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Lembupurwo,pantai,Jawa Tengah,Kebumen,-7.824182,109.799501,,https://upload.wikimedia.org/wikipedia/id/thumb/1/1c/Lembupurwo_Beach.jpg/960px-Lembupurwo_Beach.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Panjang,pantai,Sumatera Selatan,Musi Rawas,-3.812313,102.266447,,https://upload.wikimedia.org/wikipedia/id/thumb/2/2b/Pantaipanjang_afifah.jpg/960px-Pantaipanjang_afifah.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Tanjung Kelayang,pantai,Sumatera Selatan,Banyuasin,-1.80004,106.121374,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Kelayang_beach_Belitung_March_2014_%22_-_panoramio.jpg/960px-Kelayang_beach_Belitung_March_2014_%22_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Kelayang%20beach%20Belitung%20March%202014%20%22%20-%20panoramio.jpg?width=800
Pantai Air Manis,pantai,Sumatera Barat,Kota Padang,-0.991275,100.360693,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Pemandangan_pantai_air_manis_dari_ketinggian.jpg/960px-Pemandangan_pantai_air_manis_dari_ketinggian.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pemandangan%20pantai%20air%20manis%20dari%20ketinggian.jpg?width=800
Pantai Slili,pantai,DI Yogyakarta,Gunungkidul,-8.144971,110.602881,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Matahari_terbenam_di_Pantai_Slili.jpg/960px-Matahari_terbenam_di_Pantai_Slili.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Akkarena,pantai,Sulawesi Selatan,Kota Makassar,-5.172003,119.3886,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Senja_di_Pantai_Akkarena%2C_Makassar_4.jpg/960px-Senja_di_Pantai_Akkarena%2C_Makassar_4.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Senja%20di%20Pantai%20Akkarena%2C%20Makassar%204.jpg?width=800
Pantai Tiram,pantai,Sumatera Barat,Kota Pariaman,-0.719765,100.203983,,
Pantai Carolina,pantai,Sumatera Barat,Kota Padang,-1.037165,100.408204,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Pantai_Carolina.jpg/960px-Pantai_Carolina.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Carolina.jpg?width=800
Pantai Batu Karas,pantai,Jawa Barat,Pangandaran,-7.73737,108.497598,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Sunrise_Batu_karas_Pangandaran.jpg/960px-Sunrise_Batu_karas_Pangandaran.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sunrise%20Batu%20karas%20Pangandaran.jpg?width=800
Pantai Pangi,pantai,Jawa Timur,Blitar,-8.312687,112.110251,,
Pantai Karang Sari Palabuhanratu,pantai,Lampung,Lampung Selatan,-6.297222,105.840278,,
Pantai Balekambang,pantai,Jawa Barat,Pangandaran,-7.692778,108.537222,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Wisata-pantai-balekambang.jpg/960px-Wisata-pantai-balekambang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Balekambang%20beach%2C%20Pura%20Amarta%20Jati%20in%20the%20middle%20of%20Ismoyo%20island.jpg?width=800
Pantai Onggojoyo,pantai,Jawa Tengah,Demak,-6.783043,110.564712,,
Pantai Takisung,pantai,Kalimantan Tengah,Kota Palangka Raya,-3.86719,114.60809,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Pantai_Takisung%2C_Tanah_Laut.jpg/960px-Pantai_Takisung%2C_Tanah_Laut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Nguyahan,pantai,DI Yogyakarta,Gunungkidul,-8.118477,110.503067,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Pemandangan_Pantai_Nguyahan.jpg/960px-Pemandangan_Pantai_Nguyahan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pemandangan%20Pantai%20Nguyahan.jpg?width=800
Pantai Boneoge,pantai,Sulawesi Tengah,Donggala,-0.672487,119.718404,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Senja_di_Pantai_Boneoge_Donggala.jpg/960px-Senja_di_Pantai_Boneoge_Donggala.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai Enabara,pantai,Nusa Tenggara Timur,Ende,-8.48315,121.843612,,
Pantai Wayob,pantai,Maluku,Kota Tual,-2.977454,132.223166,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Pantai_Wayob_Fakfak.jpg/960px-Pantai_Wayob_Fakfak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sisi%20Lain%20Pantai%20Wayob%20di%20Pulau%20Panjang%20Fakfak%20%28doc.Aldi%20Bimantara%29.jpg?width=800
Pantai Kukup,pantai,DI Yogyakarta,Gunungkidul,-8.133917,110.554861,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Pantai_Kukup-2.jpg/960px-Pantai_Kukup-2.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20di%20Pantai%20Kukup.jpg?width=800
Pantai Indah Modisi,pantai,Sulawesi Utara,Bolaang Mongondow Selatan,0.44848,124.431639,,
Pantai Dlodo,pantai,Jawa Timur,Tulungagung,-8.280979,111.972198,,
Parangtritis,pantai,DI Yogyakarta,Bantul,-8.016667,110.35,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Rocks_%26_Sea_HDR_%26_ND_Filter_%287211127250%29.jpg/960px-Rocks_%26_Sea_HDR_%26_ND_Filter_%287211127250%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pantai C'Beery,pantai,Papua,Jayapura,-2.613373,140.687087,,
Pantai Nirwana,pantai,Sumatera Barat,Kota Padang,-1.016707,100.390004,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Pantai_Nirwana_-_Padang_15.jpg/960px-Pantai_Nirwana_-_Padang_15.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
"Pantai Marina, Bontang",pantai,Kalimantan Timur,Kota Bontang,0.099627,117.496211,,
Pantai Kemala,pantai,Kalimantan Timur,Kota Balikpapan,-1.281058,116.81772,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/2016-11-15_Pantai_Kemala_Balikpapan.jpg/960px-2016-11-15_Pantai_Kemala_Balikpapan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/2016-11-15%20Pantai%20Kemala%20Balikpapan.jpg?width=800
Pantai Karang Tawulan,pantai,Jawa Barat,Tasikmalaya,-7.814059,108.299779,,
Pantai Biru Kersik,pantai,Kalimantan Timur,Kutai Kartanegara,-0.062406,117.490533,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Pantai_Biru_Kersik_Marang_Kayu.JPG/960px-Pantai_Biru_Kersik_Marang_Kayu.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Biru%20Kersik%20Marang%20Kayu.JPG?width=800
Pantai Buluminung,pantai,Kalimantan Timur,Penajam Paser Utara,-1.158306,116.750226,,
"Pantai Pangandaran, Sangkulirang",pantai,Kalimantan Timur,Kota Bontang,0.834667,118.017097,,
Pantai Teluk Kaba,pantai,Kalimantan Timur,Kota Bontang,0.316088,117.521074,,
Pantai Jumiang,pantai,Jawa Timur,Pamekasan,-7.232708,113.547574,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Pantai_Jumiang_Kabupaten_Pamekasan_07.jpg/960px-Pantai_Jumiang_Kabupaten_Pamekasan_07.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Jumiang%20Kabupaten%20Pamekasan%2004.jpg?width=800
Pulau Timor,pulau,Nusa Tenggara Timur,Timor Tengah Selatan,-9.712225,124.354636,,https://commons.wikimedia.org/wiki/Special:FilePath/Timor%20island2.jpg?width=800
Pulau Flores,pulau,Nusa Tenggara Timur,Ende,-8.715,121.495556,,https://commons.wikimedia.org/wiki/Special:FilePath/Bajawa.jpg?width=800
Pulau Komodo,pulau,Nusa Tenggara Timur,Manggarai Barat,-8.576942,119.451111,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Komodo_Island_2009.jpg/960px-Komodo_Island_2009.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Komodo%20Island%20north%20aerial.jpg?width=800
Pulau Tarakan,pulau,Kalimantan Utara,Kota Tarakan,3.362803,117.597017,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Tarakan.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Tarakan%20Island%20Kalimantan%20.jpg?width=800
Pulau Papua,pulau,Papua,Keerom,-5.0,140.0,,https://commons.wikimedia.org/wiki/Special:FilePath/PapuaNG.png?width=800
Pulau Numfor,pulau,Papua Barat,Manokwari,-1.038256,134.888575,,
Pulau Bintan,pulau,Kepulauan Riau,Bintan,1.083331,104.490831,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Club-Med-Bintan-Island-11_%2828063343503%29.jpg/960px-Club-Med-Bintan-Island-11_%2828063343503%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sumpat%2C%20Bintan.JPG?width=800
Pulau Gunungapi,pulau,Maluku,Maluku Tengah,-4.52,129.88,,https://commons.wikimedia.org/wiki/Special:FilePath/BandaVolcano.JPG?width=800
Pulau Batanta,pulau,Maluku,Maluku Tengah,-0.859883,130.66145,,https://commons.wikimedia.org/wiki/Special:FilePath/Batanta%20Island%2C%20ID%2C%20Sentinel-2.jpg?width=800
Pulau Sebatik,pulau,Kalimantan Utara,Kota Tarakan,4.143247,117.787403,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Patok_1_Perbatasan_Indonesia-Malaysia_di_Sebatik_%282%29.JPG/960px-Patok_1_Perbatasan_Indonesia-Malaysia_di_Sebatik_%282%29.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sabah%20Tawau%20CowieBay%20Sebatik.jpg?width=800
Pulau Sipora,pulau,Sumatera Barat,Pesisir Selatan,-2.187219,99.646111,,
Pulau Lembata,pulau,Nusa Tenggara Timur,Sikka,-8.404719,123.534719,,https://upload.wikimedia.org/wikipedia/commons/4/49/COLLECTIE_TROPENMUSEUM_Kleurenlitho_van_een_kerk_op_Lomblen_TMnr_5426-10.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Lembata%20island%2C%20Indonesia.jpg?width=800
Pulau Pagai Selatan,pulau,Sumatera Barat,Pesisir Selatan,-3.001389,100.331111,,
Pulau Pagai Utara,pulau,Sumatera Barat,Pesisir Selatan,-2.711389,100.091942,,
Pulau Peling,pulau,Sulawesi Tengah,Banggai,-1.580831,123.172778,,
Pulau Saparua,pulau,Maluku,Maluku Tengah,-3.554167,128.666667,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ambon_and_Lease_Islands_%28Uliasers%29_en.png/960px-Ambon_and_Lease_Islands_%28Uliasers%29_en.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Ambon%20and%20Lease%20Islands%20%28Uliasers%29%20de.png?width=800
Pulau Salawati,pulau,Maluku,Maluku Tengah,-1.096658,130.902247,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Salawati_Island%2C_ID._Sentinel-2.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Salawati%20Island%2C%20ID.%20Sentinel-2.jpg?width=800
Pulau Bulan,pulau,Riau,Indragiri Hilir,0.975556,103.900556,,
Pulau Pantar,pulau,Nusa Tenggara Timur,Timor Tengah Utara,-8.421111,124.133889,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Baranusa.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Nusa%20Tenggara%20Timur2.png?width=800
Pulau Haruku,pulau,Maluku,Kota Ambon,-3.568056,128.48265,,https://upload.wikimedia.org/wikipedia/commons/7/7c/ID_Haruku.PNG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Ambon%20and%20Lease%20Islands%20%28Uliasers%29%20de.png?width=800
Pulau Buton,pulau,Sulawesi Tenggara,Muna,-5.013889,122.888331,,
Pulau Biak,pulau,Papua Barat,Manokwari,-0.945033,135.936142,,
Pulau Buano,pulau,Maluku,Kota Ambon,-2.983889,127.916942,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Pulau_Boano_ISS.jpg/960px-Pulau_Boano_ISS.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pulau%20Boano%20ISS.jpg?width=800
Pulau Weh,pulau,Aceh,Kota Sabang,5.834853,95.313267,,https://upload.wikimedia.org/wikipedia/commons/0/07/Weh_Island.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Weh%20Island.png?width=800
Pulau Siau,pulau,Sulawesi Utara,Kepulauan Sangihe,2.729747,125.382881,,https://upload.wikimedia.org/wikipedia/commons/9/91/COLLECTIE_TROPENMUSEUM_Een_markt_op_het_eiland_Siaoe_TMnr_10005833.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Tamata%20%26%20Gunung%20Karangetang%20Kab.%20SITARO.jpg?width=800
Pulau Sertung,pulau,Lampung,Lampung Selatan,-6.091469,105.381758,,https://upload.wikimedia.org/wikipedia/commons/4/4f/COLLECTIE_TROPENMUSEUM_Zeegezicht_met_de_S.S._Rumphius_TMnr_10027440.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Zeegezicht%20met%20de%20S.S.%20Rumphius%20TMnr%2010027440.jpg?width=800
Pulau Siberut,pulau,Sumatera Barat,Kota Pariaman,-1.340556,98.916389,,https://commons.wikimedia.org/wiki/Special:FilePath/Siberut%20island%20river.jpg?width=800
Pulau Yapen,pulau,Papua Barat,Manokwari,-1.757219,136.156942,,
Pulau Waigeo,pulau,Maluku,Maluku Tengah,-0.171617,130.953731,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Waigeo_view-1.jpg/960px-Waigeo_view-1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Waigeo%20view-2.jpg?width=800
Pulau Banggai,pulau,Sulawesi Tengah,Banggai,-1.617219,123.548056,,
Pulau Sebuku,pulau,Lampung,Lampung Selatan,-5.878719,105.510658,,https://commons.wikimedia.org/wiki/Special:FilePath/Sebuku%20Island.jpg?width=800
Pulau Sebesi,pulau,Lampung,Lampung Selatan,-5.946669,105.487728,,https://commons.wikimedia.org/wiki/Special:FilePath/Piek%20van%20Sebesi%20in%20Straat%20Soenda.jpg?width=800
Pulau Rinca,pulau,Nusa Tenggara Timur,Manggarai Barat,-8.696667,119.691942,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Rinca_Island_-_Pulau_Rinca.jpg/960px-Rinca_Island_-_Pulau_Rinca.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rinca2.jpg?width=800
Pulau Krakatau,pulau,Lampung,Lampung Selatan,-6.1525,105.444269,,https://commons.wikimedia.org/wiki/Special:FilePath/Rakata-1.JPG?width=800
Pulau Padang,pulau,Riau,Bengkalis,1.150833,102.346667,,
Pulau Alor,pulau,Nusa Tenggara Timur,Timor Tengah Utara,-8.276667,124.739442,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/A_Mosque_in_Alor_Island_-_panoramio.jpg/960px-A_Mosque_in_Alor_Island_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pulau Tebing Tinggi,pulau,Riau,Bengkalis,0.891556,102.733172,,
Pulau Cubadak,pulau,Sumatera Barat,Pesisir Selatan,-1.216667,100.388611,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Paradiso_Village%2C_Cubadak_Island%2C_Sumatra%2C_Indonesia_%289717167860%29.jpg/960px-Paradiso_Village%2C_Cubadak_Island%2C_Sumatra%2C_Indonesia_%289717167860%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pantai%20Pulau%20Cubadak%2012.jpg?width=800
Pulau Padar Besar,pulau,Nusa Tenggara Timur,Manggarai Barat,-8.656389,119.571942,,https://commons.wikimedia.org/wiki/Special:FilePath/Pulau%20Padar%201.jpg?width=800
Pulau Bengkalis,pulau,Riau,Bengkalis,1.474769,102.294639,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Pulau_Bengkalis_-_panoramio.jpg/960px-Pulau_Bengkalis_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Pulau Buru,pulau,Maluku,Buru,-3.445831,126.632219,,
Pulau Lombok,pulau,Nusa Tenggara Barat,Kota Mataram,-8.631219,116.317556,,https://commons.wikimedia.org/wiki/Special:FilePath/Lombok%20Island%20and%20Mount%20Rinjani%20under%20clouds%2C%20Gili%20Islands%2C%20Indonesia.jpg?width=800
Pulau Bali,pulau,Bali,Buleleng,-8.356389,115.071942,,https://commons.wikimedia.org/wiki/Special:FilePath/Pura%20Taman%20Ayun%20terletak%20di%20Mengwi%2C%20Bali.jpg?width=800
Gili Air,pulau,Nusa Tenggara Barat,Lombok Utara,-8.3575,116.081389,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Gili_Air_seen_from_gili_meno.jpg/960px-Gili_Air_seen_from_gili_meno.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gili%20Air%20seen%20from%20gili%20meno.jpg?width=800
Pulau Gag,pulau,Maluku,Maluku Tengah,-0.443642,129.879131,,https://commons.wikimedia.org/wiki/Special:FilePath/Karta%20ID%20RajaAmpat%20Isl.PNG?width=800
Pulau Galang,pulau,Kepulauan Riau,Kota Tanjungpinang,0.747219,104.231111,,https://commons.wikimedia.org/wiki/Special:FilePath/Galang%20Refugee%20Camp.JPG?width=800
Pulau Semau,pulau,Nusa Tenggara Timur,Kota Kupang,-10.233331,123.391667,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Pemandangan_pantai_dengan_batu_karang.jpg/960px-Pemandangan_pantai_dengan_batu_karang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Nusa%20Tenggara%20Timur2.png?width=800
Pulau Kolepom,pulau,Papua,Keerom,-7.895831,138.364167,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Yos_Sudarso_NASA_138.38068E_7.82292S.png/960px-Yos_Sudarso_NASA_138.38068E_7.82292S.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Yos%20Sudarso%20NASA%20138.38068E%207.82292S.png?width=800
Pulau Madura,pulau,Jawa Timur,Sumenep,-7.042656,113.2979,,https://upload.wikimedia.org/wikipedia/commons/0/07/Labhang_Mesem.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Indahnya%20Gudang%20Kapur%20milik%20Indonesia.jpg?width=800
Pulau Morotai,pulau,Maluku Utara,Pulau Morotai,2.319167,128.466667,,
Pulau Seram,pulau,Maluku,Maluku Tengah,-3.0,129.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Seram_en.png/960px-Seram_en.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Seram%20de.png?width=800
Pulau Nusapenida,pulau,Bali,Klungkung,-8.733333,115.533333,,https://commons.wikimedia.org/wiki/Special:FilePath/Kelingking%20Beach%20%28T-Rex%20Bay%29%20of%20Nusa%20Penida%2C%20Bali%20%282025%29%20-%20img%2011.jpg?width=800
Gili Meno,pulau,Nusa Tenggara Barat,Lombok Utara,-8.350556,116.056942,,https://upload.wikimedia.org/wikipedia/commons/2/24/Gili_Meno_West_Coast.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Gili%20Meno%20Island%2C%20Trees%2C%20Indonesia.jpg?width=800
Gili Trawangan,pulau,Nusa Tenggara Barat,Lombok Utara,-8.350886,116.036389,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Boats_at_Eastern_Gili_Trawangan_Beach.jpg/960px-Boats_at_Eastern_Gili_Trawangan_Beach.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gili%20Trawangan%20from%20Gili%20Meno.jpg?width=800
Pulau Mangoli,pulau,Maluku,Buru,-1.858331,125.766667,,
Pulau Sumbawa,pulau,Nusa Tenggara Barat,Sumbawa,-8.816828,117.951478,,https://upload.wikimedia.org/wikipedia/commons/8/8c/Soembawa_kaart.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Pulau Adi,pulau,Maluku,Kota Tual,-4.207,133.456,,
Pulau Adonara,pulau,Nusa Tenggara Timur,Sikka,-8.333331,123.166667,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Adonara_Island_-_STS008.jpg/960px-Adonara_Island_-_STS008.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Nusa%20Tenggara%20Timur2.png?width=800
Pulau Muna,pulau,Sulawesi Tenggara,Muna,-4.990278,122.521942,,
Pulau Nias,pulau,Sumatera Utara,Kota Sibolga,1.067931,97.600931,,https://commons.wikimedia.org/wiki/Special:FilePath/Nias%20Indonesien.png?width=800
Pulau Ambon,pulau,Maluku,Kota Ambon,-3.614719,128.165831,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/USNS_Mercy_off_the_coast_of_Ambon%2C_Indonesia.jpg/960px-USNS_Mercy_off_the_coast_of_Ambon%2C_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/USNS%20Mercy%20off%20the%20coast%20of%20Ambon%2C%20Indonesia.jpg?width=800
Pulau Bunguran,pulau,Kepulauan Riau,Natuna,3.911389,108.2425,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Ranai%20in%20Natuna.jpg?width=800
Pulau Kuduslempeng,pulau,Banten,Kota Tangerang Selatan,-5.854142,106.622694,,
Pulau Belitung,pulau,Kepulauan Bangka Belitung,Belitung,-2.856111,107.916389,,https://commons.wikimedia.org/wiki/Special:FilePath/Tanjung%20Tinggi%20Beach.jpg?width=800
Pulau Sangiang,pulau,Lampung,Lampung Selatan,-5.9559,105.853283,,https://commons.wikimedia.org/wiki/Special:FilePath/Pulau%20sangiang.jpg?width=800
Pulau Lingga,pulau,Kepulauan Riau,Kota Tanjungpinang,-0.135556,104.6254,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Mount_Sepincan_from_Pancur_-_%2820240608065813%29.jpg/960px-Mount_Sepincan_from_Pancur_-_%2820240608065813%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
